Title,Developer,Publisher,first_released,region_first_released_in,Excluded,released_in_eu_pal_or_na,Physical_Owned,type_owned
Mermaid Prism,Vingt-et-un Systems,D3 Publisher,26/10/2006,JP,TRUE,FALSE,FALSE,
Meshimase Roman Sabou,Vingt-et-un Systems,D3 Publisher,14/10/2004,JP,TRUE,FALSE,FALSE,
Metal Arms: Glitch in the System,Mass Media Games,Vivendi Universal Games,18/11/2003,NA,FALSE,TRUE,FALSE,
Metal Gear Solid 2: Sons of Liberty,Konami,Konami,12/11/2001,NA,FALSE,TRUE,TRUE,Base
Metal Gear Solid 2: Substance,Konami,Konami,19/12/2002,JP,FALSE,TRUE,FALSE,
Metal Gear Solid 3: Snake Eater,Konami,Konami,17/11/2004,NA,FALSE,TRUE,FALSE,
Metal Gear Solid 3: Subsistence,Konami,Konami,22/12/2005,JP,FALSE,TRUE,FALSE,
Metal Saga,Crea-Tech,"SuccessJP, AtlusNA",09/06/2005,JP,FALSE,TRUE,FALSE,
Metal Slug,SNK Playmore,SNK Playmore,29/06/2006,JP,TRUE,FALSE,FALSE,
Metal Slug 3,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU",19/06/2003,JP,FALSE,TRUE,FALSE,
Metal Slug 4,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU",22/09/2004,JP,FALSE,TRUE,FALSE,
Metal Slug 5,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU",28/04/2005,JP,FALSE,TRUE,FALSE,
Metal Slug 6,SNK Playmore,SNK Playmore,14/09/2006,JP,TRUE,FALSE,FALSE,
Metal Slug Anthology,Terminal Reality,"SNK PlaymoreJP, Ignition EntertainmentEU",28/03/2007,NA,FALSE,TRUE,TRUE,Base
Metal Wolf REV,PrincessSoft,PrincessSoft,23/02/2006,JP,TRUE,FALSE,FALSE,
MetropolisMania,Indi,"Media FactoryJP, Natsume Inc.NA, UbisoftEU",27/09/2001,JP,FALSE,TRUE,FALSE,
MetropolisMania 2,Indi,"D3 PublisherJP, Natsume Inc.NA, UbisoftEU",13/07/2006,JP,FALSE,TRUE,FALSE,
Mezase! Chess Champion,Success,Success,16/12/2004,JP,TRUE,FALSE,FALSE,
Mezase! Meimon Yakyūbu 2,Dazz,Dazz,23/08/2001,JP,TRUE,FALSE,FALSE,
Mezase! Super Bowler,Success,Success,10/03/2005,JP,TRUE,FALSE,FALSE,
Mezase! Super Hustler!!,Success,Success,10/02/2005,JP,TRUE,FALSE,FALSE,
Miami Vice,Atomic Planet Entertainment,Davilex Games,03/12/2004,EU,FALSE,TRUE,FALSE,
Michigan: Report from Hell,Grasshopper Manufacture,"SpikeJP, 505 Game StreetEU",05/08/2004,JP,FALSE,TRUE,FALSE,
Micro Machines,Infogrames Sheffield House,"InfogramesEU, NA, AtariAU",08/11/2002,EU,FALSE,TRUE,FALSE,
Micro Machines V4,Supersonic Software,Codemasters,27/06/2006,NA,FALSE,TRUE,FALSE,
Midnight Club 3: DUB Edition,Rockstar San Diego,Rockstar Games,11/04/2005,NA,FALSE,TRUE,FALSE,
Midnight Club 3: DUB Edition Remix,Rockstar San Diego,Rockstar Games,13/03/2006,NA,FALSE,TRUE,FALSE,
Midnight Club II,Rockstar San Diego,Rockstar Games,09/04/2003,NA,FALSE,TRUE,FALSE,
Midnight Club Street Racing,Rockstar San Diego,"Rockstar GamesEU, NA, SyscomJP",25/10/2000,NA,FALSE,TRUE,FALSE,
Midway Arcade Treasures,Midway Games,Midway Games,17/11/2003,NA,FALSE,TRUE,TRUE,Base
Midway Arcade Treasures 2,Midway Games,Midway Games,11/10/2004,NA,FALSE,TRUE,FALSE,
Midway Arcade Treasures 3,Midway Games,Midway Games,27/09/2005,NA,FALSE,TRUE,FALSE,
Might and Magic: Day of the Destroyer,3DO,Imagineer,06/09/2001,JP,TRUE,FALSE,FALSE,
Mighty Mulan,The Code Monkeys,Phoenix Games,2006,EU,FALSE,TRUE,FALSE,
Mike Tyson Heavyweight Boxing,Atomic Planet,Codemasters,07/06/2002,EU,FALSE,TRUE,FALSE,
Mikomai: Towa no Omoi,KID,KID,08/09/2005,JP,TRUE,FALSE,FALSE,
Million God,Aruze,Nippon Amuse,26/12/2002,JP,TRUE,FALSE,FALSE,
Mini Desktop Racing,Data Design Interactive,Metro3D,27/07/2005,EU,FALSE,TRUE,FALSE,
Minority Report: Everybody Runs,Treyarch,Activision,19/11/2002,NA,FALSE,TRUE,FALSE,
Mirai Shounen Conan,D3 Publisher,D3 Publisher,25/08/2005,JP,TRUE,FALSE,FALSE,
Missing Blue,Tonkin House,Tonkin House,26/07/2001,JP,TRUE,FALSE,FALSE,
Missing Parts Side A: The Tantei Stories,FOG Inc.,FOG Inc.,27/11/2003,JP,TRUE,FALSE,FALSE,
Missing Parts Side B: The Tantei Stories,FOG Inc.,FOG Inc.,19/02/2004,JP,TRUE,FALSE,FALSE,
Mission Impossible: Operation Surma,Paradigm Entertainment,Atari,05/12/2003,EU,FALSE,TRUE,FALSE,
Mister Mosquito,Zoom,"Sony Computer EntertainmentJP, Eidos InteractiveEU, NA",21/06/2001,JP,FALSE,TRUE,FALSE,
Mitsu x Mitsu Drops: Love x Love Honey Life,Design Factory,Idea Factory,06/04/2006,JP,TRUE,FALSE,FALSE,
Mizu no Senritsu,KID,KID,29/09/2005,JP,TRUE,FALSE,FALSE,
Mizu no Senritsu 2: Hi no Kioku,KID,KID,26/10/2006,JP,TRUE,FALSE,FALSE,
Mizuiro,Interchannel,Interchannel,26/12/2002,JP,TRUE,FALSE,FALSE,
MLB 06: The Show,San Diego Studio,Sony Computer Entertainment,28/02/2006,NA,FALSE,TRUE,FALSE,
MLB 07: The Show,San Diego Studio,Sony Computer Entertainment,26/02/2007,NA,FALSE,TRUE,FALSE,
MLB 08: The Show,San Diego Studio,Sony Computer Entertainment,04/03/2008,NA,FALSE,TRUE,FALSE,
MLB 09: The Show,San Diego Studio,Sony Computer Entertainment,03/03/2009,NA,FALSE,TRUE,FALSE,
MLB 10: The Show,San Diego Studio,Sony Computer Entertainment,02/03/2010,NA,FALSE,TRUE,FALSE,
MLB 11: The Show,San Diego Studio,Sony Computer Entertainment,08/03/2011,NA,FALSE,TRUE,FALSE,
MLB 2004,989 Sports,Sony Computer Entertainment,10/03/2003,NA,FALSE,TRUE,FALSE,
MLB 2005,989 Sports,Sony Computer Entertainment,16/03/2004,NA,FALSE,TRUE,FALSE,
MLB 2006,989 Sports,Sony Computer Entertainment,08/03/2005,NA,FALSE,TRUE,FALSE,
MLB Power Pros,Konami,"2K SportsNA, KonamiJP",03/10/2007,NA,FALSE,TRUE,FALSE,
MLB Power Pros 2008,Konami,"2K SportsNA, KonamiJP, KO",29/07/2008,NA,FALSE,TRUE,FALSE,
MLB SlugFest 20-03,Midway Games,Midway Games,23/06/2002,NA,FALSE,TRUE,FALSE,
MLB SlugFest 20-04,Midway Games,Midway Games,16/03/2003,NA,FALSE,TRUE,FALSE,
MLB SlugFest 2006,Blue Shift,Midway Games,05/06/2006,NA,FALSE,TRUE,FALSE,
MLB SlugFest: Loaded,Midway Games,Midway Games,23/06/2004,NA,FALSE,TRUE,FALSE,
Mobile Light Force 2,Alfa System,"TaitoJP, XS GamesEU, NA",26/06/2002,NA,FALSE,TRUE,FALSE,
Mobile Suit Gundam SEED,"Natsume Co., Ltd.",Bandai,31/07/2003,JP,TRUE,FALSE,FALSE,
Mobile Suit Gundam SEED: Never Ending Tomorrow,Bandai,Bandai,07/10/2004,JP,FALSE,TRUE,FALSE,
Mobile Suit Gundam Z: AEUG vs. Titans,Capcom,Bandai,04/12/2003,JP,TRUE,FALSE,FALSE,
Mobile Suit Gundam: Climax U.C.,Bandai,Bandai,02/03/2006,JP,TRUE,FALSE,FALSE,
Mobile Suit Gundam: Encounters in Space,Bandai,Bandai,04/09/2003,JP,FALSE,TRUE,FALSE,
Mobile Suit Gundam: Federation vs. Zeon,Bandai,"BandaiJP, NA, InfogramesEU",06/12/2001,JP,FALSE,TRUE,FALSE,
Mobile Suit Gundam: Gundam vs. Zeta Gundam,Capcom,Bandai,09/12/2004,JP,FALSE,TRUE,FALSE,
Mobile Suit Gundam: Journey to Jaburo,Bandai,Bandai,21/12/2000,JP,FALSE,TRUE,FALSE,
Mobile Suit Gundam: The One Year War,Namco,Bandai,07/04/2005,JP,TRUE,FALSE,FALSE,
Mobile Suit Gundam: Zeonic Front,Bandai,Bandai,06/09/2001,JP,FALSE,TRUE,FALSE,
Moe Moe 2-Ji Daisenryaku 2,SystemSoft,SystemSoft,04/02/2010,JP,TRUE,FALSE,FALSE,
Moe Moe 2-Ji Daisenryaku Deluxe,SystemSoft,SystemSoft,27/11/2008,JP,TRUE,FALSE,FALSE,
Moekan: Moekko Company,PrincessSoft,PrincessSoft,05/02/2004,JP,TRUE,FALSE,FALSE,
Mojib-Ribbon,NanaOn-Sha,Sony Computer Entertainment,20/11/2003,JP,TRUE,FALSE,FALSE,
Mojo!,FarSight Studios,Crave Entertainment,26/08/2003,NA,FALSE,TRUE,FALSE,
Momotarou Dentetsu 11,Hudson Soft,Hudson Soft,05/12/2002,JP,TRUE,FALSE,FALSE,
Momotarou Dentetsu 12,Hudson Soft,Hudson Soft,11/12/2003,JP,TRUE,FALSE,FALSE,
Momotarou Dentetsu 15,Hudson Soft,Hudson Soft,08/12/2005,JP,TRUE,FALSE,FALSE,
Momotarou Dentetsu 16,Hudson Soft,Hudson Soft,07/12/2006,JP,TRUE,FALSE,FALSE,
Momotarou Dentetsu USA,Hudson Soft,Hudson Soft,18/11/2004,JP,TRUE,FALSE,FALSE,
Momotarou Dentetsu X: Kyūshū-hen mo Arubai,Hudson Soft,Hudson Soft,13/12/2001,JP,TRUE,FALSE,FALSE,
Monkey Turn V,Bandai,Bandai,01/07/2004,JP,TRUE,FALSE,FALSE,
Monochrome,KID,KID,26/08/2004,JP,TRUE,FALSE,FALSE,
Monochrome Factor: Cross Road,Genterprise,5pb,27/11/2008,JP,TRUE,FALSE,FALSE,
Monopoly,Electronic Arts,Electronic Arts,20/10/2008,NA,FALSE,TRUE,FALSE,
Monopoly Party!,Runecraft,"InfogramesEU, NA, TomyJP",11/11/2002,NA,FALSE,TRUE,FALSE,
Monster 4x4: Masters of Metal,Ubisoft,Ubisoft,25/11/2003,NA,FALSE,TRUE,FALSE,
Monster Attack,Sandlot,"D3 PublisherJP, AgetecEU",26/06/2003,JP,FALSE,TRUE,FALSE,
Monster Bass,Konami,Konami,06/02/2003,JP,TRUE,FALSE,FALSE,
Monster Eggs,Phoenix Games,Phoenix Games,20/04/2007,EU,FALSE,TRUE,FALSE,
Monster House,Artificial Mind and Movement,THQ,18/07/2006,NA,FALSE,TRUE,FALSE,
Monster Hunter,Capcom,Capcom,11/03/2004,JP,FALSE,TRUE,FALSE,
Monster Hunter 2,Capcom,Capcom,16/02/2006,JP,TRUE,FALSE,FALSE,
Monster Hunter G,Capcom,Capcom,20/01/2005,JP,TRUE,FALSE,FALSE,
Monster Jam,Torus Games,Activision,13/11/2007,NA,FALSE,TRUE,FALSE,
Monster Jam: Maximum Destruction,Ubisoft,Ubisoft,13/06/2002,NA,FALSE,TRUE,FALSE,
Monster Jam: Urban Assault,Torus Games,Activision,28/10/2008,NA,FALSE,TRUE,FALSE,
Monster Lab,Backbone Entertainment,Eidos Interactive,04/11/2008,NA,FALSE,TRUE,FALSE,
Monster Rancher 3,Tecmo,Tecmo,22/03/2001,JP,FALSE,TRUE,FALSE,
Monster Rancher 4,Tecmo,Tecmo,14/08/2003,JP,FALSE,TRUE,FALSE,
Monster Rancher EVO,Tecmo,Tecmo,08/12/2005,JP,FALSE,TRUE,FALSE,
Monster Trux Extreme: Arena Edition,Data Design Interactive,Metro3D,25/03/2005,PAL,FALSE,TRUE,FALSE,
Monster Trux Extreme: Offroad Edition,Data Design Interactive,Bold Games,25/03/2005,PAL,FALSE,TRUE,FALSE,
Monsters vs. Aliens,Beenox,Activision,24/03/2009,NA,FALSE,TRUE,FALSE,
"Monsters, Inc.",Artificial Mind and Movement,Sony Computer Entertainment,19/03/2002,NA,FALSE,TRUE,FALSE,
"Monsters, Inc. Scare Island",Artificial Mind and Movement,Sony Computer Entertainment,01/02/2002,EU,FALSE,TRUE,TRUE,Base
Moorhuhn Fun Kart 2008,Sproing Interactive,cdv Software,26/03/2008,EU,FALSE,TRUE,FALSE,
Morita Shogi,Yuki,Yuki,04/03/2000,JP,TRUE,FALSE,FALSE,
Mortal Kombat: Armageddon,Midway Games,Midway Games,09/10/2006,NA,FALSE,TRUE,FALSE,
Mortal Kombat: Deadly Alliance,Midway Games,Midway Games,16/11/2002,NA,FALSE,TRUE,FALSE,
Mortal Kombat: Deception,Midway Games,Midway Games,04/10/2004,NA,FALSE,TRUE,FALSE,
Mortal Kombat: Shaolin Monks,Midway Games,Midway Games,16/09/2005,NA,FALSE,TRUE,FALSE,
Moto X Maniac,Phoenix Games,Phoenix Games,09/03/2007,EU,FALSE,TRUE,FALSE,
Motocross Mania 3,Deibus Studios,2K Games,22/04/2005,EU,FALSE,TRUE,FALSE,
MotoGP,Namco,Namco,12/10/2000,NA,FALSE,TRUE,FALSE,
MotoGP 07,Milestone,Capcom,01/10/2007,EU,FALSE,TRUE,FALSE,
MotoGP 08,Milestone,Capcom,24/10/2008,PAL,FALSE,TRUE,FALSE,
MotoGP 2,Namco,Namco,20/12/2001,JP,FALSE,TRUE,FALSE,
MotoGP 3,Namco,Namco,27/02/2003,JP,FALSE,TRUE,TRUE,Platinum
MotoGP 4,Namco,"Sony Computer EntertainmentEU, NamcoJP, NA",27/05/2005,EU,FALSE,TRUE,FALSE,
Motor Mayhem: Vehicular Combat League,Beyond Games,Infogrames,20/06/2001,NA,FALSE,TRUE,FALSE,
Motorbike King,Tamsoft,"D3 PublisherJP, 505 Game StreetEU",23/10/2003,JP,FALSE,TRUE,FALSE,
Motorsiege: Warriors of Primetime,Lightspeed Games,Play It!,29/08/2003,EU,FALSE,TRUE,FALSE,
MotorStorm: Arctic Edge,Virtuos,Sony Computer Entertainment,03/10/2009,AU,FALSE,TRUE,FALSE,
Motto Golful Golf,Artdink,Artdink,07/03/2002,JP,TRUE,FALSE,FALSE,
Moujūtsukai to Oujisama,Design Factory,Idea Factory,24/06/2010,JP,TRUE,FALSE,FALSE,
Moujūtsukai to Oujisama: Snow Bride,Design Factory,Idea Factory,24/02/2011,JP,TRUE,FALSE,FALSE,
Mountain Bike Adrenaline,Fresh3D,Valcon Games,09/10/2007,NA,FALSE,TRUE,FALSE,
Mouse Trophy,Neko Entertainment,Bigben Interactive,03/12/2004,EU,FALSE,TRUE,FALSE,
Mr. Bean,Beyond Reality,Blast! Entertainment Ltd,29/11/2007,EU,FALSE,TRUE,FALSE,
Mr. Golf,Artdink,"Artdink, Midas Interactive Entertainment",17/05/2001,JP,FALSE,TRUE,FALSE,
MS Saga: A New Dawn,Bandai,Bandai,30/06/2005,JP,FALSE,TRUE,FALSE,
MTV's Celebrity Deathmatch,Big Ape Productions,Gotham Games,14/10/2003,NA,FALSE,TRUE,FALSE,
MTX Mototrax,Left Field Productions,Activision,02/03/2004,NA,FALSE,TRUE,FALSE,
Mundial 2002 Challenge,Anco Software,*EcoFilmes* (now known as *EcoPlay*),20012002,orEU,FALSE,TRUE,FALSE,
Muppets Party Cruise,Mass Media Games,TDK Mediactive,13/11/2003,NA,FALSE,TRUE,FALSE,
Murasaki no Honoo,Idea Factory,Idea Factory,27/11/2008,JP,TRUE,FALSE,FALSE,
Musashi: Samurai Legend,Square Enix,"Square EnixJP, NA, AtariEU",15/03/2005,JP,FALSE,TRUE,FALSE,
Mushihimesama,Cave,Taito,21/07/2005,JP,TRUE,FALSE,FALSE,
Mutsuzaki Hoshi Kikari,Chise,Chise,27/07/2006,JP,TRUE,FALSE,FALSE,
MVP 06: NCAA Baseball,EA Canada,Electronic Arts,18/01/2006,NA,FALSE,TRUE,FALSE,
MVP 07: NCAA Baseball,EA Canada,Electronic Arts,06/02/2007,NA,FALSE,TRUE,FALSE,
MVP Baseball 2003,EA Canada,Electronic Arts,10/03/2003,NA,FALSE,TRUE,FALSE,
MVP Baseball 2004,EA Canada,Electronic Arts,09/03/2004,NA,FALSE,TRUE,FALSE,
MVP Baseball 2005,EA Canada,Electronic Arts,22/02/2005,NA,FALSE,TRUE,FALSE,
MX 2002 Featuring Ricky Carmichael,Pacific Coast Power and Light,THQ,03/07/2001,NA,FALSE,TRUE,FALSE,
MX Rider,Paradigm Entertainment,Infogrames,26/10/2001,EU,FALSE,TRUE,FALSE,
MX Superfly,Pacific Coast Power and Light,THQ,17/06/2002,NA,FALSE,TRUE,FALSE,
MX Unleashed,Rainbow Studios,THQ,17/02/2004,NA,FALSE,TRUE,FALSE,
MX vs. ATV Unleashed,Rainbow Studios,THQ,16/03/2005,NA,FALSE,TRUE,FALSE,
MX vs. ATV: Untamed,Incinerator Games,THQ,17/12/2007,NA,FALSE,TRUE,FALSE,
MX World Tour: Featuring Jamie Little,Impulse Games,"Crave EntertainmentNA, Play It!EU",06/04/2005,NA,FALSE,TRUE,FALSE,
My Home o Tsukurou 2! Jūjitsu! Kantan Sekkei!!,Marvelous Entertainment,Marvelous Entertainment,23/02/2006,JP,TRUE,FALSE,FALSE,
My Home o Tsukurou 2! Shou,Marvelous Entertainment,Marvelous Entertainment,24/02/2005,JP,TRUE,FALSE,FALSE,
My Home o Tsukurou!,Victor Interactive Software,Victor Interactive Software,06/06/2002,JP,TRUE,FALSE,FALSE,
My Horse & Me 2,Tate Interactive,Atari,21/11/2008,JP,TRUE,FALSE,FALSE,
My Merry May,KID,KID,30/01/2003,JP,TRUE,FALSE,FALSE,
My Merry Maybe,KID,KID,24/04/2003,JP,TRUE,FALSE,FALSE,
My Street,Idol Minds,Sony Computer Entertainment,09/03/2003,NA,FALSE,TRUE,FALSE,
Myself ; Yourself,Yeti,Yeti,20/12/2007,JP,TRUE,FALSE,FALSE,
Myself; Yourself: Sorezore no Finale,Yeti,Yeti,28/05/2009,JP,TRUE,FALSE,FALSE,
Myst III: Exile,Presto Studios,"UbisoftEU, NA, Electronic ArtsJP",22/09/2002,NA,FALSE,TRUE,FALSE,
Mystereet,Abel Software,Yeti,25/05/2006,JP,TRUE,FALSE,FALSE,
Mystic Heroes,Koei,Koei,16/11/2002,JP,FALSE,TRUE,FALSE,
Mystic Nights,N-Log Corporation,Sony Computer Entertainment,29/09/2005,KO,TRUE,FALSE,FALSE,
Myth Makers: Orbs of Doom,Data Design Interactive,Data Design Interactive,14/03/2008,EU,FALSE,TRUE,FALSE,
Myth Makers: Super Kart GP,Data Design Interactive,Data Design Interactive,16/11/2007,EU,FALSE,TRUE,FALSE,
Myth Makers: Trixie in Toyland,Data Design Interactive,Metro3D,23/06/2006,EU,FALSE,TRUE,FALSE,
NadePro!! Kisama mo Seiyū Yattemiro!,GungHo Online Entertainment,GungHo Online Entertainment,29/10/2009,JP,TRUE,FALSE,FALSE,
Namco Museum,Mass Media Games,Namco,04/12/2001,NA,FALSE,TRUE,FALSE,
Namco Museum 50th Anniversary,Digital Eclipse,"NamcoJP, NA, Electronic ArtsEU",30/08/2005,NA,FALSE,TRUE,FALSE,
Namco X Capcom,Monolith Soft,Namco,26/05/2005,JP,TRUE,FALSE,FALSE,
namCollection,Namco,Namco,21/07/2005,JP,TRUE,FALSE,FALSE,
Nana,Konami,Konami,17/03/2005,JP,TRUE,FALSE,FALSE,
Nanatsuiro Drops Pure!!,MediaWorks,MediaWorks,20/09/2007,JP,TRUE,FALSE,FALSE,
Nankuro,Success,Success,09/10/2003,JP,TRUE,FALSE,FALSE,
Nano Breaker,Konami,Konami,27/01/2005,JP,FALSE,TRUE,FALSE,
Naraku no Shiro,Fog Inc.,Nippon Ichi Software,06/03/2008,JP,TRUE,FALSE,FALSE,
Narc,VIS Entertainment,Midway Games,22/03/2005,NA,FALSE,TRUE,FALSE,
Naruto Shippuden: Ultimate Ninja 4,CyberConnect2,"Namco Bandai GamesJP, NA, AtariPAL",05/04/2007,JP,FALSE,TRUE,FALSE,
Naruto Shippuden: Ultimate Ninja 5,Cyberconnect2,Namco Bandai Games,20/12/2007,JP,FALSE,TRUE,FALSE,
Naruto: Ultimate Ninja,Cyberconnect2,"Namco Bandai GamesJP, NA, AtariPAL",23/10/2003,JP,FALSE,TRUE,FALSE,
Naruto: Ultimate Ninja 2,Cyberconnect2,"Namco Bandai GamesEU, JP, NA, AtariAU",30/09/2004,JP,FALSE,TRUE,FALSE,
Naruto: Ultimate Ninja 3,Cyberconnect2,"Namco Bandai GamesJP, NA, AtariPAL",22/12/2005,JP,FALSE,TRUE,FALSE,
Naruto: Uzumaki Chronicles,Racjin,"Namco Bandai GamesJP, NA, AtariPAL",18/08/2005,JP,FALSE,TRUE,FALSE,
Naruto: Uzumaki Chronicles 2,Racjin,"Namco Bandai GamesJP, KO, NA, AtariPAL",16/11/2006,JP,FALSE,TRUE,FALSE,
NASCAR 06: Total Team Control,EA Tiburon,Electronic Arts,30/08/2005,NA,FALSE,TRUE,FALSE,
NASCAR 07,EA Tiburon,Electronic Arts,06/09/2006,NA,FALSE,TRUE,FALSE,
NASCAR 08,EA Tiburon,EA Sports,23/07/2007,NA,FALSE,TRUE,FALSE,
NASCAR 09,EA Tiburon,EA Sports,10/06/2008,NA,FALSE,TRUE,FALSE,
NASCAR 2001,EA Sports,EA Sports,06/11/2000,NA,FALSE,TRUE,FALSE,
NASCAR 2005: Chase for the Cup,EA Tiburon,Electronic Arts,31/08/2004,NA,FALSE,TRUE,FALSE,
NASCAR Heat 2002,Monster Games,Infogrames,18/06/2001,NA,FALSE,TRUE,FALSE,
NASCAR Thunder 2002,EA Tiburon,Electronic Arts,15/10/2001,NA,FALSE,TRUE,FALSE,
NASCAR Thunder 2003,EA Sports,Electronic Arts,29/09/2002,NA,FALSE,TRUE,FALSE,
NASCAR Thunder 2004,EA Tiburon,Electronic Arts,16/09/2003,NA,FALSE,TRUE,FALSE,
NASCAR: Dirt to Daytona,Monster Games,Infogrames,11/11/2002,NA,FALSE,TRUE,FALSE,
National Geographic: Safari Adventures Africa,Blast! Entertainment Ltd,Blast! Entertainment Ltd,05/10/2007,EU,FALSE,TRUE,FALSE,
Natsu Shoujo: Promised Summer,Success,Success,29/07/2004,JP,TRUE,FALSE,FALSE,
Natsu Yume Ya Wa,KID,KID,28/08/2003,JP,TRUE,FALSE,FALSE,
Natsuiro Komachi,PrincessSoft,PrincessSoft,25/09/2003,JP,TRUE,FALSE,FALSE,
Natsuiro no Sunadokei,PrincessSoft,PrincessSoft,30/05/2002,JP,TRUE,FALSE,FALSE,
Natsuiro: Hoshikuzu no Memory,PrincessSoft,PrincessSoft,22/12/2004,JP,TRUE,FALSE,FALSE,
Natsuzora no Monologue,Design Factory,Idea Factory,29/07/2010,JP,TRUE,FALSE,FALSE,
Natural 2: Duo - Sakurairo no Kisetsu,F&C,Kadokawa Games,24/02/2005,JP,TRUE,FALSE,FALSE,
Naval Ops: Commander,Microcabin,Koei,22/01/2004,JP,FALSE,TRUE,FALSE,
Naval Ops: Warship Gunner,Microcabin,Koei,04/03/2003,JP,FALSE,TRUE,FALSE,
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,Naxat Soft,Naxat Soft,27/11/2008,JP,TRUE,FALSE,FALSE,
NBA 06,San Diego Studio,Sony Computer Entertainment,01/11/2005,NA,FALSE,TRUE,FALSE,
NBA 07,A.C.R.O.N.Y.M. Games,Sony Computer Entertainment,25/09/2006,NA,FALSE,TRUE,FALSE,
NBA 08,A.C.R.O.N.Y.M. Games,Sony Computer Entertainment,26/09/2007,NA,FALSE,TRUE,FALSE,
NBA 09: The Inside,A.C.R.O.N.Y.M. Games,Sony Computer Entertainment,07/10/2008,NA,FALSE,TRUE,FALSE,
NBA 2K10,Visual Concepts,2K Sports,06/10/2009,NA,FALSE,TRUE,TRUE,Base
NBA 2K11,Visual Concepts,2K Sports,05/10/2010,NA,FALSE,TRUE,FALSE,
NBA 2K12,Visual Concepts,2K Sports,04/10/2011,NA,FALSE,TRUE,FALSE,
NBA 2K2,Visual Concepts,Sega,12/01/2002,NA,FALSE,TRUE,FALSE,
NBA 2K3,Visual Concepts,Sega,08/10/2002,NA,FALSE,TRUE,FALSE,
NBA 2K6,Visual Concepts,2K Sports,26/09/2005,NA,FALSE,TRUE,FALSE,
NBA 2K7,Visual Concepts,2K Sports,25/09/2006,NA,FALSE,TRUE,FALSE,
NBA 2K8,Visual Concepts,2K Sports,02/10/2007,NA,FALSE,TRUE,FALSE,
NBA 2K9,Visual Concepts,"2K SportsNA, PAL, SpikeJP",07/10/2008,NA,FALSE,TRUE,FALSE,
NBA Ballers,Midway Games,Midway Games,05/04/2004,NA,FALSE,TRUE,FALSE,
NBA Ballers: Phenom,Midway Games,Midway Games,05/04/2006,NA,FALSE,TRUE,FALSE,
NBA Hoopz,Eurocom,Midway Games,26/02/2001,NA,FALSE,TRUE,FALSE,
NBA Jam,Acclaim Entertainment,Acclaim Entertainment,23/09/2003,NA,FALSE,TRUE,FALSE,
NBA Live 06,EA Canada,EA Sports,26/09/2005,NA,FALSE,TRUE,FALSE,
NBA Live 07,EA Canada,EA Sports,25/09/2006,NA,FALSE,TRUE,FALSE,
NBA Live 08,HB Studios,EA Sports,01/10/2007,NA,FALSE,TRUE,FALSE,
NBA Live 09,HB Studios,EA Sports,07/10/2008,NA,FALSE,TRUE,FALSE,
NBA Live 2001,EA Canada,EA Sports,22/01/2001,NA,FALSE,TRUE,FALSE,
NBA Live 2002,EA Canada,EA Sports,29/10/2001,NA,FALSE,TRUE,FALSE,
NBA Live 2003,EA Canada,EA Sports,08/10/2002,NA,FALSE,TRUE,FALSE,
NBA Live 2004,EA Canada,EA Sports,14/10/2003,NA,FALSE,TRUE,FALSE,
NBA Live 2005,EA Canada,EA Sports,28/09/2004,NA,FALSE,TRUE,FALSE,
NBA Shootout 2001,989 Sports,Sony Computer Entertainment,19/02/2001,NA,FALSE,TRUE,FALSE,
NBA Shootout 2003,989 Sports,Sony Computer Entertainment,25/09/2002,NA,FALSE,TRUE,FALSE,
NBA Shootout 2004,989 Sports,Sony Computer Entertainment,29/10/2003,NA,FALSE,TRUE,FALSE,
NBA Starting Five,Konami,Konami,27/10/2002,NA,FALSE,TRUE,FALSE,
NBA Starting Five 2005,Konami,Konami,11/11/2004,JP,TRUE,FALSE,FALSE,
NBA Street,NuFX,EA Sports BIG,18/06/2001,NA,FALSE,TRUE,FALSE,
NBA Street V3,EA Canada,EA Sports BIG,08/02/2005,NA,FALSE,TRUE,FALSE,
NBA Street Vol. 2,EA Canada,EA Sports BIG,28/04/2003,NA,FALSE,TRUE,FALSE,
NCAA Basketball 09,EA Canada,Electronic Arts,17/11/2008,NA,FALSE,TRUE,FALSE,
NCAA College Basketball 2K3,Kush Games,Sega,02/12/2002,NA,FALSE,TRUE,FALSE,
NCAA College Football 2K3,Avalanche Software,Sega,07/08/2002,NA,FALSE,TRUE,FALSE,
NCAA Final Four 2001,989 Sports,Sony Computer Entertainment,18/12/2000,NA,FALSE,TRUE,FALSE,
NCAA Final Four 2002,989 Sports,Sony Computer Entertainment,12/11/2001,NA,FALSE,TRUE,FALSE,
NCAA Final Four 2003,989 Sports,Sony Computer Entertainment,27/11/2002,NA,FALSE,TRUE,FALSE,
NCAA Final Four 2004,989 Sports,Sony Computer Entertainment,11/11/2003,NA,FALSE,TRUE,FALSE,
NCAA Football 06,EA Tiburon,Electronic Arts,11/07/2005,NA,FALSE,TRUE,FALSE,
NCAA Football 07,EA Tiburon,Electronic Arts,18/07/2006,NA,FALSE,TRUE,FALSE,
